"zip_code","NEG","POS","deaths","hospitalized","partially_vaccinated","fully_vaccinated","boosted","etl_timestamp"
19141,24862,2394,73,404,3030,2279,,"2021-03-30 17:20:02"
19142,21339,2336,46,330,2413,1505,,"2021-03-30 17:20:02"
19143,69798,4402,95,689,7890,6448,,"2021-03-30 17:20:02"
19144,42737,3160,151,523,5035,4131,,"2021-03-30 17:20:02"
19145,44161,4580,77,415,7710,5406,,"2021-03-30 17:20:02"
19146,54138,2535,48,220,6016,7518,,"2021-03-30 17:20:02"
19147,44166,2359,43,193,7066,7430,,"2021-03-30 17:20:02"
19148,47048,5038,118,494,9081,6260,,"2021-03-30 17:20:02"
19149,33059,4657,62,389,7199,3632,,"2021-03-30 17:20:02"
19150,22716,1917,53,248,3038,2667,,"2021-03-30 17:20:02"
19151,26931,2413,46,288,3115,2744,,"2021-03-30 17:20:02"
19152,38198,3886,160,537,5320,3489,,"2021-03-30 17:20:02"
19153,9598,989,21,138,1482,1199,,"2021-03-30 17:20:02"
19154,35164,3577,63,227,4761,3715,,"2021-03-30 17:20:02"
19155,75,,,,,,,"2021-03-30 17:20:02"
19156,7,,,,,,,"2021-03-30 17:20:02"
19157,6,,,,,,,"2021-03-30 17:20:02"
19158,6,,,,,,,"2021-03-30 17:20:02"
19160,67,10,,,,,,"2021-03-30 17:20:02"
19161,29,,,,,,,"2021-03-30 17:20:02"
19162,8,,,,,,,"2021-03-30 17:20:02"
19170,12,,,,,,,"2021-03-30 17:20:02"
19171,23,,,,,,,"2021-03-30 17:20:02"
19172,14,,,,,,,"2021-03-30 17:20:02"
19176,32,,,,,,,"2021-03-30 17:20:02"
19178,10,,,,,,,"2021-03-30 17:20:02"
19179,8,,,,,,,"2021-03-30 17:20:02"
19181,16,,,,,,,"2021-03-30 17:20:02"
19182,17,,,,,,,"2021-03-30 17:20:02"
19183,14,,,,,,,"2021-03-30 17:20:02"
19184,9,,,,,,,"2021-03-30 17:20:02"
19188,9,,,,,,,"2021-03-30 17:20:02"
19190,18,,,,,,,"2021-03-30 17:20:02"
19191,31,,,,,,,"2021-03-30 17:20:02"
19192,14,,,,,,,"2021-03-30 17:20:02"
19193,15,,,,,,,"2021-03-30 17:20:02"
19194,24,,,,,,,"2021-03-30 17:20:02"
19195,8,,,,,,,"2021-03-30 17:20:02"
19196,12,,,,,,,"2021-03-30 17:20:02"
19197,12,,,,,,,"2021-03-30 17:20:02"
19100,7,,,,,,,"2021-03-31 17:20:02"
19101,434,88,,17,,,,"2021-03-31 17:20:02"
19102,9356,347,,9,975,1464,,"2021-03-31 17:20:02"
19103,45386,1328,39,129,4092,7054,,"2021-03-31 17:20:02"
19104,159094,3615,109,407,7364,5832,,"2021-03-31 17:20:02"
19105,239,15,,,,,,"2021-03-31 17:20:02"
19106,16687,840,,29,1869,3132,,"2021-03-31 17:20:02"
19107,19381,1003,18,129,2808,3694,,"2021-03-31 17:20:02"
19108,76,,,,,,,"2021-03-31 17:20:02"
19109,40,,,,,,,"2021-03-31 17:20:02"
19110,64,,,,,,,"2021-03-31 17:20:02"
19111,53712,6353,142,589,7322,6268,,"2021-03-31 17:20:02"
19112,,,,,,,,"2021-03-31 17:20:02"
19113,78,,,,,,,"2021-03-31 17:20:02"
19114,24033,3079,71,251,4477,3810,,"2021-03-31 17:20:02"
19115,33311,3972,193,355,4664,5389,,"2021-03-31 17:20:02"
19116,30925,3935,136,293,4224,3593,,"2021-03-31 17:20:02"
19118,10623,526,34,81,1362,1747,,"2021-03-31 17:20:02"
19119,31490,1784,131,317,3616,4513,,"2021-03-31 17:20:02"
19120,49136,6052,107,749,6497,4451,,"2021-03-31 17:20:02"
19121,32716,2708,50,343,4230,3540,,"2021-03-31 17:20:02"
19122,22362,2195,32,185,3369,2240,,"2021-03-31 17:20:02"
19123,23497,1368,60,184,2678,3086,,"2021-03-31 17:20:02"
19124,47976,6278,72,588,5586,4233,,"2021-03-31 17:20:02"
19125,29993,1773,29,146,4566,3743,,"2021-03-31 17:20:02"
19126,16991,1580,127,288,1758,1875,,"2021-03-31 17:20:02"
19127,8177,440,,9,799,733,,"2021-03-31 17:20:02"
19128,40630,2518,53,131,4835,4967,,"2021-03-31 17:20:02"
19129,13379,746,11,59,1565,1885,,"2021-03-31 17:20:02"
19130,40736,1810,31,163,4340,5709,,"2021-03-31 17:20:02"
19131,56216,3410,151,562,4815,4515,,"2021-03-31 17:20:02"
19132,27815,2357,66,445,3138,2717,,"2021-03-31 17:20:02"
19133,18381,2388,44,404,2281,1584,,"2021-03-31 17:20:02"
19134,45576,4836,62,548,5512,4071,,"2021-03-31 17:20:02"
19135,23141,2979,37,259,3107,2644,,"2021-03-31 17:20:02"
19136,52432,4514,108,327,4275,3117,,"2021-03-31 17:20:02"
19137,5905,737,11,47,928,925,,"2021-03-31 17:20:02"
19138,26342,2426,66,345,3083,3142,,"2021-03-31 17:20:02"
19139,46992,3349,101,531,4504,3923,,"2021-03-31 17:20:02"
19140,40662,4553,118,821,4717,3482,,"2021-03-31 17:20:02"
19141,24951,2409,73,404,2951,2579,,"2021-03-31 17:20:02"
19142,21420,2340,46,330,2399,1614,,"2021-03-31 17:20:02"
19143,70010,4427,96,688,7687,6984,,"2021-03-31 17:20:02"
19144,42850,3174,152,525,4966,4542,,"2021-03-31 17:20:02"
